# y^2 = (x^3 + -7x + 10) mod 97
1 2
1 95
2 2
2 95
3 4
3 93
5 10
5 87
9 26
9 71
11 10
11 87
13 46
13 51
15 46
15 51
19 25
19 72
21 43
21 54
23 45
23 52
24 38
24 59
29 25
29 72
31 22
31 75
36 40
36 57
37 35
37 62
40 1
40 96
41 29
41 68
43 8
43 89
44 37
44 60
46 11
46 86
49 25
49 72
51 44
51 53
52 34
52 63
53 3
53 94
54 21
54 76
55 18
55 79
63 36
63 61
64 0
67 34
67 63
69 46
69 51
73 15
73 82
74 41
74 56
75 34
75 63
79 30
79 67
80 39
80 58
81 10
81 87
87 27
87 70
94 2
94 95
95 4
95 93
96 4
96 93
