0.890625	1.829579461978534e-3	2.219639910302109e-3	4.112954167681372e-3	2.1554639006480213e-3	6.274527505984652e-4	1.8833838642836115e-3	1.461846804118572e-2	8.974155612843838e-17	2.364906496220959e-3	8.56351298385007e-3	2.118324400305168e-2	6.138241862399056e-3	3.4252502256935336e-3	7.1133735123767765e-3	1.0278533963560313e-2	1.1048543456039705e-2	2.173213416197839e-2	7.222329330186548e-2	1.3674365416377827e-2	9.186528143901184e-3	1.5710564486676983e-2	2.5977132636792895e-3	1.1618040615841392e-4	4.57955498399557e-16	1.324940712452568e-2	3.5235633789618332e-3	4.229942854805296e-3	1.0836248791579482e-2	6.862049465962242e-3	1.8216113976620865e-3	6.546339990958e-4	2.048326808844683e-16	6.546339990953833e-4	1.821611397662073e-3	6.862049465960191e-3	1.0836248791579585e-2	4.229942854806565e-3	3.5235633789624135e-3	1.3249407124525419e-2	2.0463304297966246e-16	1.1618040615928204e-4	2.5977132636791655e-3	1.5710564486676373e-2	9.186528143901357e-3	1.3674365416377994e-2	7.222329330186644e-2	2.173213416197849e-2	1.10485434560406e-2	1.0278533963561045e-2	7.113373512377618e-3	3.425250225693035e-3	6.138241862400286e-3	2.1183244003051636e-2	8.563512983851568e-3	2.3649064962206674e-3	6.7935246436103e-16	1.4618468041186682e-2	1.8833838642854043e-3	6.27452750598714e-4	2.1554639006482034e-3	4.1129541676805225e-3	2.2196399103038963e-3	1.829579461980802e-3	
1.9126086515892928e-3	1.9445222683853454e-3	2.2728796498800627e-3	4.131285995927527e-3	2.331302278727381e-3	4.6511845142704894e-4	1.6623098873677887e-3	1.3745222067631369e-2	1.2883567658623186e-4	2.4945106798208803e-3	9.277757408337185e-3	2.3228083322024116e-2	6.685834028082492e-3	3.648210101274174e-3	7.248629455588896e-3	9.644494598872117e-3	9.606309706017455e-3	1.7617125208280557e-2	5.628735892793671e-2	1.081439835645357e-2	7.823839711401196e-3	1.5211672427499684e-2	3.4328243824269826e-3	1.0773669391638341e-3	1.0172090635950477e-3	1.3144079649333751e-2	4.121175280600276e-3	5.1512266898417584e-3	1.2910438995550805e-2	7.500810019792619e-3	1.6225981565322451e-3	2.6529618981777363e-4	4.790835271722055e-4	1.122712184990164e-3	2.1550036147996565e-3	6.529999146010709e-3	9.240913366804144e-3	3.651715041032243e-3	3.337114757880946e-3	1.3684209624310287e-2	1.2527264399238036e-3	1.4841594363155448e-3	2.0758665296571645e-3	1.7019887413221035e-2	1.1797980223743041e-2	1.8754943264076073e-2	0.10045138172821194	2.9549734604706463e-2	1.4219248516851411e-2	1.2049233253131161e-2	6.452132999643832e-3	3.958042750503123e-3	6.122004697932063e-3	1.9724147581326054e-2	7.936953499087743e-3	2.3605363377165994e-3	5.230496474649712e-4	1.57558447039517e-2	2.315626734869725e-3	1.045751897681186e-3	1.7290534243217443e-3	4.403771811699651e-3	2.4972001600980006e-3	2.0618346118845485e-3	
2.6883484914779687e-3	2.633859427846995e-3	2.8537965107455873e-3	4.586361455120696e-3	2.346445154646471e-3	8.418501548455117e-4	1.6619632935790103e-3	1.3001951196956548e-2	2.4520594150459393e-4	2.4785900128137e-3	9.907043560385378e-3	2.6112011247310652e-2	7.8098710441838045e-3	4.4929040810305345e-3	6.76265194505978e-3	9.896494971387525e-3	9.331473840165232e-3	1.555496444658513e-2	4.577041388735396e-2	8.919579737557604e-3	7.0874677793501505e-3	1.5114282652085732e-2	4.474423673079688e-3	2.4284156793472626e-3	2.3563571604432376e-3	1.3534655261861274e-2	5.332898373859396e-3	6.733202808149671e-3	1.604571157076443e-2	8.201570102160122e-3	1.2015693452082472e-3	6.205077473767424e-4	1.4369522060110823e-3	2.148224052300357e-3	3.1292485649234546e-3	6.906135419770277e-3	7.872280639760528e-3	3.771106192822063e-3	4.119721037180473e-3	1.4712269000559433e-2	3.6964619821744688e-3	4.381421240564945e-3	4.214814938538856e-3	2.0703656438710843e-2	1.804077660343137e-2	3.0416563567730787e-2	0.16492598837720554	4.782801277625687e-2	2.2030464567754184e-2	1.6778625285507283e-2	5.5242717280195724e-3	6.403636420006229e-3	7.451308988852677e-3	1.9070684490061007e-2	7.729307935522328e-3	3.2504934187155094e-3	1.9338123451950733e-3	1.7516631900861404e-2	3.4274500398324176e-3	2.1585384659936553e-3	8.328606990801456e-4	5.333729114089612e-3	3.4014927946686415e-3	2.9085715520955208e-3	
6.822318475524378e-3	6.547357537679022e-3	6.499827234783289e-3	7.720089307967212e-3	4.085601011792428e-3	4.224486830931184e-3	4.238069507935751e-3	1.251140431844749e-2	3.2942620582740293e-3	2.8318261460362967e-3	9.251318970085362e-3	3.176556051436324e-2	1.1429373781007276e-2	7.85162731923485e-3	3.742375597716903e-3	1.2993321435773789e-2	1.2072226964043906e-2	1.6914497674758652e-2	3.667145419028585e-2	7.846652237443784e-3	7.735139980999433e-3	1.563520886382078e-2	7.788824705470334e-3	6.53085037572557e-3	6.569209800593407e-3	1.6407544686434312e-2	9.691372288966452e-3	1.1676153847497721e-2	2.3337279042836126e-2	6.7971861715740755e-3	2.9306672898129623e-3	4.937124580312719e-3	6.183389036438633e-3	7.256246824331862e-3	8.523201282182882e-3	1.1835978601056582e-2	9.08984795140777e-3	9.762806510127836e-3	1.1465532418918303e-2	2.0574635037872966e-2	1.4466440923593706e-2	1.719107042660834e-2	1.9570744009556565e-2	4.0126315871362186e-2	4.754417714670514e-2	8.431922776851503e-2	0.4616929237265112	0.1325663283874547	5.8990105961346156e-2	4.0148140657618035e-2	1.8078490036450814e-2	1.9978273031488518e-2	1.7831563093711696e-2	2.3709409340717257e-2	1.3016899713131323e-2	1.0462099358497658e-2	8.839618051527698e-3	2.3040649330011185e-2	9.140697637222276e-3	7.626089994472055e-3	4.783115352198134e-3	1.009192785667608e-2	7.966661486760958e-3	7.256092112552568e-3	
8.019999486864743e-3	7.790431785619679e-3	7.51892511918412e-3	7.106208394009621e-3	1.014510055383945e-2	8.528874355293295e-3	8.63876479883989e-3	1.5939549718073223e-2	8.954491167113979e-3	1.1074104723224145e-2	1.996625732433469e-2	2.718389756935324e-2	5.524271728019915e-3	4.77721346778256e-3	1.4660311066165643e-2	2.1083373633757714e-3	5.60186816332054e-4	5.396434203989238e-3	3.973668912147565e-2	1.1873671058518685e-2	1.020752316309672e-2	1.8049780294114727e-2	6.30570748476667e-3	5.315095720506886e-3	5.4774564583326656e-3	9.995056315754825e-3	4.115459879781844e-3	3.4482341003649643e-3	1.5456540245970945e-2	2.5198515695326443e-2	1.447422385422303e-2	1.2545550670486759e-2	1.2002777448615757e-2	1.1939911587836433e-2	1.2022563192607095e-2	1.1617177108067927e-2	1.8861043456040054e-2	1.6936198506810763e-2	1.8034778657199862e-2	2.3033707493077787e-2	2.3344769493165152e-2	2.7574206920999392e-2	3.571609269703037e-2	3.3835589930022295e-2	5.6852161088041635e-2	0.10486520287160389	0.5775404629625779	0.1644080219988502	7.117828587420398e-2	4.3715110641526264e-2	4.496053274263211e-2	2.8975906864251028e-2	2.3594940397793862e-2	2.3627162722639736e-2	2.0367835971273417e-2	1.6905332525192322e-2	1.580796199694195e-2	1.6992154596028358e-2	1.182484538560526e-2	1.1688434364607347e-2	1.3336771728019888e-2	7.176712083947106e-3	8.267285063540198e-3	8.215558411585132e-3	
2.286859494144659e-3	2.3453090837329926e-3	2.45907211240518e-3	3.5291919655572085e-3	5.606697634871722e-3	3.7600227304529807e-3	4.157378771318293e-3	1.3146781756634944e-2	4.7630399407531205e-3	7.583903269578187e-3	1.848880549953819e-2	3.5796502943566094e-2	8.487081533963284e-3	4.246278558723426e-3	1.001114286860028e-2	6.767596244163346e-3	5.239919243662254e-3	8.559146369286466e-3	3.242054503582333e-2	8.232521217446276e-3	7.424569811767021e-3	1.696682049961824e-2	4.263823298116575e-3	6.956713685180112e-4	6.714893429007813e-4	1.2328290411496141e-2	5.259896571083768e-3	8.755679431232904e-3	3.0866317081882675e-2	2.7675847134002778e-2	1.1229432766406415e-2	7.800865280371428e-3	6.391344123126583e-3	5.643594997543842e-3	5.124016218957737e-3	4.990970134563229e-3	1.064495231071386e-2	7.506270618029915e-3	7.488018740212765e-3	1.6362664824039773e-2	9.190259931626487e-3	1.0637105146077798e-2	1.4837229527803615e-2	9.480022791542508e-3	1.7205214430408233e-2	3.2434259629170265e-2	0.17819524584703664	5.009887404450715e-2	2.115093236239405e-2	1.2121539701309985e-2	2.1973877727874614e-2	1.02190255733239e-2	8.497925825501941e-3	1.5380912176920713e-2	9.652557655269393e-3	6.4781492886427155e-3	6.420535022831721e-3	1.875164303789699e-2	4.04899083335762e-3	4.178026368448908e-3	6.250357657429655e-3	1.313919001389223e-3	1.9876553564211006e-3	2.20526773420204e-3	
8.508657108252123e-4	1.0412923490391464e-3	1.4357114451986686e-3	3.3509672252166564e-3	4.7490058105362325e-3	2.628175684005382e-3	3.1737052231384528e-3	1.248751464321689e-2	4.092093670673368e-3	7.597488656650434e-3	2.084570731822478e-2	4.475562540376884e-2	1.1700897411943696e-2	6.437363930247317e-3	8.413377254185509e-3	8.995282162507091e-3	7.3079060725205576e-3	9.82248017143337e-3	2.8463513839751986e-2	7.894538878922932e-3	7.89477747824481e-3	1.804448295728568e-2	5.524271728020048e-3	4.032348772553852e-3	4.714399141370993e-3	1.6146282630875895e-2	1.1426161441717994e-2	1.8719989004685664e-2	6.105382662851266e-2	4.973514663710951e-2	1.8268623546113992e-2	1.1527596527307232e-2	8.638984538981292e-3	7.0433525787623515e-3	5.984631348284572e-3	5.496883154786792e-3	9.891844425474684e-3	6.802993959053977e-3	6.51632280437199e-3	1.6598030556781922e-2	7.655768786546133e-3	8.451288430992973e-3	1.1901060282821863e-2	7.396445778202391e-3	1.0752608809899677e-2	1.99580812975782e-2	0.10630634398266901	2.875314640775402e-2	1.1574247535826476e-2	6.490042981704017e-3	1.783242958422872e-2	6.358545208857969e-3	5.528619498673413e-3	1.399309102098595e-2	7.638659726076772e-3	4.225165669103013e-3	4.440180375915331e-3	2.1778653562484037e-2	2.766318438892573e-3	2.473165883135765e-3	4.498457830630168e-3	1.8493129904931709e-3	6.607854040669259e-4	7.238325283222662e-4	
1.147049774347278e-2	1.1390749484872011e-2	1.1423165629381117e-2	1.2179333665422152e-2	1.0860482492737009e-2	1.0408384508877318e-2	9.941377834628238e-3	1.0337912479286733e-2	9.142502593324855e-3	5.826690227618075e-3	1.2766382523645477e-2	7.192593603103645e-2	3.0931281075603258e-2	2.5145076136762826e-2	1.54740640955455e-2	2.977833889974862e-2	2.9185011567466824e-2	3.2193770167682094e-2	3.0285589517851156e-2	3.0833983070013747e-2	3.494172094165967e-2	4.42483673594248e-2	4.235417283946783e-2	5.0299349017698405e-2	6.1119832142320335e-2	8.713575499694226e-2	0.11276541352605411	0.1895955974405037	0.6145933630047985	0.4913719725147697	0.17565950081782136	0.10718181957309887	7.732781460404214e-2	6.064954484782716e-2	4.998803476276242e-2	4.232922527994267e-2	3.9288387389820774e-2	3.422625804616165e-2	3.0849294052881084e-2	2.6900321925027993e-2	2.8887042478063236e-2	2.775699823045585e-2	2.963492970241861e-2	1.6523973124249403e-2	2.38745361114967e-2	2.998108873667482e-2	9.074394286546503e-2	6.4954314301637235e-3	6.607511197968014e-3	1.0950000073392084e-2	1.2027506671433093e-2	8.323952780434449e-3	9.006273651889952e-3	1.4257535037784015e-2	1.2448780836505453e-2	9.791082032935373e-3	8.084055039948511e-3	3.4447926065926664e-2	1.2329783163022624e-2	1.0805686149591471e-2	8.10444096438615e-3	1.3915730410938673e-2	1.208886413290692e-2	1.1657156835163777e-2	
4.228094532392217e-3	4.593152520111325e-3	5.0399080479705625e-3	6.300917436434628e-3	7.812500000000087e-3	7.081825051208922e-3	8.249868515393824e-3	1.6974966705417906e-2	1.1048543456039296e-2	1.718049276108918e-2	4.024970072676742e-2	7.38670116727655e-2	1.6440777480986424e-2	7.773089394369759e-3	1.0363400637454846e-2	6.888812218356264e-3	4.228094532392149e-3	5.401000499498028e-3	2.620510103671236e-2	7.98424387990593e-3	7.812500000000102e-3	1.8838516012107228e-2	8.08947661995067e-3	6.169749532546298e-3	7.8125000000006e-3	6.698005659199275e-3	1.2571186048839576e-2	2.2579681131378454e-2	7.590640894605764e-2	6.2255946444250365e-2	2.2677062527894875e-2	1.4024026433805804e-2	1.0207523163096976e-2	8.046822456652598e-3	6.676471792860283e-3	6.444979191619049e-3	7.81250000000009e-3	5.351457536505477e-3	5.4134003348951885e-3	2.1834004388151796e-2	7.713279738289414e-16	1.148563074145823e-3	4.051632751690914e-3	1.1036467136976561e-2	4.395768910070904e-3	7.871492451483806e-3	5.519936287585446e-2	1.9638996175086323e-2	1.0207523163096522e-2	7.6297840328624095e-3	1.9049763723510412e-2	8.26482423669282e-3	7.812500000000139e-3	1.4899896655509944e-2	7.999076153027395e-3	6.466826461809463e-3	7.812500000000158e-3	2.624438919137556e-2	3.952452122137725e-3	4.673657386407061e-3	7.218778111549867e-3	1.466726111440332e-3	3.292569731906533e-3	3.8474668259819047e-3	
4.586562971472375e-3	5.128808238874786e-3	5.801488973564194e-3	7.413193455384457e-3	8.59083860213096e-3	8.531566379431742e-3	1.0334163259091199e-2	1.9803990694209232e-2	1.5472163502560723e-2	2.5057890206417927e-2	6.178615061799198e-2	0.12059481990360914	2.9004299103974333e-2	1.5269506144674228e-2	9.357282507989296e-3	1.1923206085934725e-2	8.670561551400517e-3	8.640708657521956e-3	2.3930030406577724e-2	8.221087580497884e-3	8.42479336230916e-3	2.071698343006502e-2	6.079874369381244e-3	1.729756095531383e-3	2.4131921826374483e-3	7.818200354760569e-3	4.2024363345726035e-3	9.004398129410139e-3	3.419369222988741e-2	3.0842817039226263e-2	1.2149037898694435e-2	8.027527883046526e-3	6.18426426640864e-3	5.11614369865834e-3	4.411710054128052e-3	4.592988994423226e-3	7.235225152995923e-3	4.779335119566822e-3	5.119719576532792e-3	2.3544027804557822e-2	6.836170134025191e-4	1.4161607734992406e-3	4.242099222172953e-3	1.0979298965289836e-2	4.282805013097865e-3	6.716996838907266e-3	4.523073822896159e-2	1.6288564151035245e-2	8.734699386597109e-3	7.102999746597371e-3	1.8619406553293378e-2	7.6720903036021455e-3	7.450994078730445e-3	1.4653067544042192e-2	7.372165339555944e-3	6.279516021887558e-3	8.200026225008287e-3	3.1437353502089545e-2	3.53586152543139e-3	4.349370339709818e-3	7.062140836241184e-3	1.3419139686943879e-3	3.3584519165439776e-3	4.054246655768859e-3	
