1.0	2.173602285337623e-17	1.9788017379672728e-16	2.373023093325472e-16	6.536191772653844e-16	1.7085044840333034e-16	3.6430845075647834e-16	1.3812582492635493e-16	4.978996250514798e-17	1.6307323373329658e-16	9.813077866773594e-17	5.975738406918734e-16	2.2749617545126e-16	1.4086392571710482e-15	2.3551386880256624e-16	1.1658167788096346e-15	1.0	6.420351963947386e-16	1.214430335682244e-15	1.3739404179415137e-15	5.351477039515717e-16	6.546139416680338e-17	4.2196234827126455e-16	1.2002681978000843e-15	1.960053859272353e-15	2.021786536051052e-15	1.960608999807659e-15	2.7509235911971582e-15	6.975726635737216e-16	1.7603101664482098e-15	8.910469233287537e-16	2.4875329783385286e-15	
3.4214094965713573e-17	2.3056817862871693e-16	2.185544652876985e-16	1.854288759562231e-16	1.5891430519552866e-16	4.626998891754202e-16	1.0537360488223171e-16	1.3509698549045114e-16	3.0467987022359185e-16	0.9999999999999998	3.612776783708446e-16	2.2618026913899e-16	3.757428668461143e-16	7.249421651691982e-16	5.691738116396933e-16	6.687420873658295e-16	6.182287731857222e-16	8.071801801562327e-16	4.563827675798856e-16	4.898014082719606e-16	5.62526717937823e-16	9.9738642450098e-16	1.9524731580257506e-16	1.1700825578851787e-15	1.660514607703327e-15	1.0000000000000002	1.7333305551921527e-15	1.6819494964604982e-15	1.319270604464792e-15	5.091117869824359e-16	1.8391074148039114e-15	1.6223662220648013e-15	
1.683938163165087e-16	2.0533037404445637e-16	1.0	3.1299142213081815e-16	1.6650958576474195e-16	3.2996360327318746e-16	7.461327794363651e-17	2.632039170542804e-16	1.9239836607187588e-16	2.727228618143134e-16	9.261100360172846e-16	3.9786195866378915e-16	5.588842207768297e-16	1.8645856665252e-16	7.872510756447479e-16	7.647086290046606e-16	1.7221629680782077e-16	1.5895115589980685e-15	1.0000000000000002	1.9035895011815597e-15	6.059516388463792e-16	6.201151170296345e-16	9.64334637031385e-16	8.587231648121259e-16	1.5625672329411673e-15	6.466383905256633e-16	2.053392405667691e-15	8.691258924022773e-16	1.5645873091440413e-15	6.958922737892383e-16	2.3017433889166747e-15	7.430713877274553e-16	
2.395300748330176e-16	1.5582606850899402e-16	2.0801952848902298e-16	1.2364575463714444e-15	2.1238145199300405e-16	3.3682237275240583e-17	2.220899696213936e-16	1.5846867487136596e-16	3.5041414214731503e-16	3.351968785597928e-16	2.355086107807977e-16	1.0000000000000002	1.1713019392737297e-15	1.2057576095953138e-16	5.030772158004111e-16	4.867437475869732e-16	6.076684586596503e-16	4.3682407307987047e-16	3.6164934387396943e-16	9.841402915433918e-16	6.06513510079568e-16	6.757839011945089e-16	1.4413263128981655e-15	2.1018986579115762e-16	1.813286460096322e-15	7.623300491058284e-16	1.1028054936548735e-15	1.0	1.5493246465190361e-15	8.370849670909667e-16	7.899564195770002e-16	7.980731991822141e-16	
6.498452071611295e-16	2.4744144550715426e-16	2.8736782160965576e-16	2.831427964837827e-16	1.0	1.7321194362660853e-16	1.5127942496350569e-16	2.0546772552903737e-16	1.529435673841808e-16	2.0490491722754304e-16	6.619373833001492e-16	3.349330575590663e-16	8.547016553583866e-16	1.834576698776165e-15	6.181776616947777e-16	5.795586258802556e-16	4.571224609508081e-16	2.0374076135685537e-15	1.1059389366665365e-15	1.8911042045262164e-15	1.0	8.489858801757362e-16	8.428150035860174e-16	1.437596283285891e-15	1.1577331388701723e-15	6.94728597494331e-16	1.7867028638600864e-15	1.0249973712668372e-15	1.2873484877562295e-15	1.3871186156889809e-15	1.3025936816736949e-15	1.8922519606406063e-15	
1.8177385842962546e-16	5.922296150963919e-16	6.041706439501577e-16	1.8763903324156505e-16	1.5982066789822808e-16	5.051025060184168e-16	3.238047616536908e-16	2.728538609085807e-16	3.015077157231895e-16	6.818853546041947e-16	5.333155392651717e-16	7.380733662959718e-16	8.347643658749952e-16	0.9999999999999996	1.0192962260502714e-15	5.516209264226797e-16	3.106463057497271e-16	9.749701524542304e-16	5.374603329681601e-16	4.273066207145016e-16	7.079924863175874e-16	1.6055706868781315e-15	5.791019963426445e-16	8.739580945818918e-16	4.870991083464361e-16	9.283639742279772e-16	6.34273346720981e-16	1.1135046624678928e-15	3.7471633272114244e-16	0.9999999999999999	1.8093518941005595e-15	3.0717662178278444e-15	
3.4483305427910934e-16	2.30001372193153e-16	2.359479019930958e-16	1.5707870786108433e-16	1.2568243322288542e-16	1.9946302835184005e-16	1.0000000000000004	2.503612274486102e-16	3.314331742021259e-16	7.663316438020016e-16	9.463548577544502e-16	5.870341151599612e-16	5.300817732005836e-16	5.621039445146053e-16	1.1849393108350678e-15	1.3878871967638603e-16	7.430836399172954e-16	6.661518845662182e-16	1.5922682729099584e-15	1.1193793020323074e-15	1.1508871354644194e-15	1.715622442692856e-15	0.9999999999999999	2.332348454505139e-15	1.5452290823817902e-15	2.482808241161359e-15	1.130773613152956e-15	1.0763595723054644e-15	1.0417478834539999e-15	6.722411596329824e-16	2.361279826839568e-15	1.6253025936689668e-16	
1.3923249834888683e-16	2.332864489348448e-16	1.0592478578947583e-16	2.8165093440283025e-16	3.265890502337695e-16	8.272212196885047e-16	8.812172841109314e-16	3.25981232535221e-15	3.549237448954574e-16	2.8502303848405674e-16	6.745397055698e-16	7.919539907417954e-16	5.3072333128159466e-17	3.2869347980364965e-16	1.8735934844440544e-16	0.9999999999999999	1.2787465595999678e-15	1.1463529978290767e-15	6.9142175304598225e-16	1.1342133629441793e-15	4.003642568370757e-16	1.5411658653005374e-15	1.089659476069665e-15	3.7657886090857617e-16	1.0506554336607816e-15	1.0587925627384604e-15	7.163639102434048e-16	9.29905634694532e-16	2.100277360481757e-15	1.0876937528451251e-15	3.983532770440021e-15	1.0	
4.9789962505148006e-17	2.6089716273425203e-16	2.6020852139652106e-16	8.208835396206789e-17	1.0257711783409961e-16	2.986950027599034e-16	5.15239155383742e-16	2.881952136453416e-16	1.0	7.643248527257616e-16	8.83628362403804e-16	1.1993593212426044e-15	1.5346838641720862e-15	1.1945372488320946e-15	2.3898924643848303e-16	7.957187173410695e-16	5.60832701038688e-16	5.658689516394491e-16	1.2220261958258646e-15	7.436770871631612e-16	1.6898421088142098e-15	1.7777380249331116e-15	1.167055121521967e-15	9.88794283414025e-16	1.0	1.304588464881727e-15	3.3346299294278928e-15	1.429247135952114e-15	1.842063595012541e-15	2.0940370463815015e-15	2.1167109786244406e-15	1.6321544790500672e-15	
2.1174998587429784e-16	0.9999999999999998	1.6250873436202546e-16	6.187426955848835e-16	2.909478296652086e-16	6.175451114654703e-16	6.15685464997382e-16	5.001519456149736e-16	3.9725546358647525e-16	9.243704003280009e-16	4.2566133831482735e-16	8.592486563541341e-16	5.582360630271097e-16	7.41486745616395e-16	5.777333372446243e-16	8.174395468389254e-16	2.230249987766808e-16	0.9999999999999999	7.325883828225437e-16	5.306134613134421e-16	7.57341410172997e-17	1.724459325799637e-15	1.0590873250103687e-15	6.555080237776402e-16	3.7394458282567184e-16	2.0225798937835105e-15	1.7191541570003244e-15	8.603760647352466e-16	2.3350305903501622e-15	7.091842574151097e-16	2.1813451866707663e-15	5.415762518047389e-16	
